,haiku,colors,lines,syllables,total_syllables
15506,smoketown dawn / a rogue rooster's / corrugated cry,[],3,"(4, 5, 5)",14
15507,old stone walls / the hands / that made them,['stone'],3,"(4, 2, 3)",9
15508,new leaves / the nose wrinkle / of a baby's yawn,[],3,"(3, 4, 5)",12
15509,magnolias / a pathway long enough / to make them memorable,[],3,"(3, 6, 7)",16
15510,long line of clouds / my sister invents / ancestors,[],3,"(4, 5, 3)",12
15511,text message / downloading / the atlantic ocean,['ocean'],3,"(4, 3, 6)",13
15512,first light of day / a coot's wake / widens,[],3,"(4, 3, 2)",9
15513,the path opens / to a world of stars / and frogs,[],3,"(4, 5, 2)",11
15514,toting a cloud / of seagulls / harbor shuttle boat,[],3,"(4, 3, 5)",12
15515,cat's tongue / laps the atlantic / from my damp skin,[],3,"(3, 5, 4)",12
15516,morning calm / rain drops all along / the grass blade,['grass'],3,"(3, 5, 4)",12
15517,night of crickets / only my fingers / remember the password,[],3,"(4, 5, 6)",15
15518,this year / instead of bushfire / big dragonflies,[],3,"(2, 6, 4)",12
15519,early autumn / scraping the last of the mustard / from the jar,['mustard'],3,"(4, 8, 3)",15
15520,something new / in the repertoire / pileated woodpecker,[],3,"(4, 6, 6)",16
15521,autumn sun / she says no / to further chemo,[],3,"(3, 3, 5)",11
15522,focusing / first on the foghorns / and then on the lulls,[],3,"(3, 5, 5)",13
15523,back and forth / dragonflies / hawk the dusk,['dusk'],3,"(3, 3, 3)",9
15524,true north / the eucalyptus sheds / a length of bark,[],3,"(2, 6, 4)",12
15525,this is when / you said you'd call / cricket song,[],3,"(3, 4, 3)",10
15526,sudden gust / from out of the blue / the sound of leaves,['blue'],3,"(3, 5, 5)",13
15527,backyard memorial / how the maple sapling / has grown this year,[],3,"(5, 6, 4)",15
15528,end of a pier / we talk to / our reflections,[],3,"(4, 3, 4)",11
15529,warm wind / the neighbor tosses back / the fallen apple,['apple'],3,"(2, 6, 5)",13
15530,august dusk / a bit of blue bends / around the moon,['blue'],3,"(3, 5, 4)",12
15531,diamond wedding / doing things for each other / we never dreamt of,[],3,"(4, 6, 5)",15
15532,husking corn / on a neighbor's porch / dusk creeps in,"['corn', 'dusk']",3,"(3, 5, 3)",11
15533,full moon rocking / my bobber / in the ripples,[],3,"(4, 3, 4)",11
15534,patter of rain / the wind chimes / in silhouette,[],3,"(4, 4, 4)",12
15535,moonlit sheets / the soft coming / of moths to the screen,[],3,"(3, 4, 5)",12
15536,today's list / of yesterday's tasks / cottonwood fluff,[],3,"(3, 5, 4)",12
15537,morning stroll / unshared thoughts float off / with the withered leaves,[],3,"(3, 6, 7)",16
15538,summer's end / tearing out the ivy / with both hands,[],3,"(3, 6, 3)",12
15539,tumbleweeds / stopped by a fence / the milky way,['milky'],3,"(3, 6, 4)",13
15540,hot night / the moth fans a breeze / through the screen,[],3,"(2, 6, 3)",11
15541,sudden gust / the book opens to a poem / i like even better,[],3,"(3, 7, 6)",16
15542,approaching storm / the young blackbird struggles / with a worm,[],3,"(4, 6, 3)",13
15543,summer rain / cat draped / over the footstool,[],3,"(3, 3, 5)",11
15544,summer lethargy / between faucet drips / the ticking of the kitchen clock,[],3,"(5, 5, 8)",18
15545,sound of a bomber / wind is striking / the pulled down blind,[],3,"(5, 4, 5)",14
15546,summer begins / the underground sprinkler head / raises a rock,[],3,"(4, 7, 4)",15
15547,downpour / all the puddles / wash away,[],3,"(2, 4, 3)",9
15548,this heat / only the shadows / move,[],3,"(2, 5, 1)",8
15549,dew drop / on a dusty grass blade / the ant backs up,['grass'],3,"(2, 7, 4)",13
15550,dense foliage / the full strawberry moon / makes a path,['strawberry'],3,"(5, 6, 4)",15
15551,at the edge / just as i let my hair down / the blue heron flies,['blue'],3,"(4, 7, 5)",16
15552,changing frost patterns / on the windowpane / winter sun,[],3,"(5, 6, 3)",14
15553,leaving / she uncoils the morning glory / from the garden gate,[],3,"(2, 8, 5)",15
15554,distant lightning / followed by the sound / of a cricket,[],3,"(4, 6, 4)",14
15555,october moon / a waterstrider dimples / the gilded stream,['gilded'],3,"(4, 7, 4)",15
15556,boarded window / of the tarot reader / autumn evening,[],3,"(4, 6, 5)",15
15557,november wind / one leaf pauses / at each sidewalk crack,['leaf'],3,"(4, 5, 6)",15
15558,river rocks / turtles sunning / in tiers,[],3,"(3, 4, 2)",9
15559,alpine meadow / kneeling to photograph / white heather,"['white', 'heather']",3,"(5, 6, 4)",15
15560,scattered bones / the dog puts on the scent / of the dead,[],3,"(5, 6, 3)",14
15561,twilight / words in the margins / of sketchbook trees,['twilight'],3,"(2, 5, 4)",11
15562,one straw / longer than the others / fragrant bale,['straw'],3,"(3, 6, 3)",12
15563,adrift / casting a bright line / into shadow,['shadow'],3,"(2, 5, 4)",11
15564,traffic wind / in the black eyed susans / a dead bear,['black'],3,"(3, 6, 3)",12
15565,humid night / the depth of purple / in the shadows,['purple'],3,"(3, 5, 4)",12
15566,swinging gate / rain fills / your footprints,[],3,"(3, 2, 3)",8
15567,a broader path / i rake away my footprints / with the yellow leaves,['yellow'],3,"(4, 7, 6)",17
15568,stained glass / the fleeting shadow / of a bird,['shadow'],3,"(3, 5, 3)",11
15569,steady rain / i fall short of being the human / i wish to be,[],3,"(3, 8, 4)",15
15570,wild iris / the water leaks / from a cracked vase,['water'],3,"(3, 4, 5)",12
15571,morning stillness / a dandelion seed / hovers,['dandelion'],3,"(4, 5, 2)",11
15572,old broom / half swept away / with the dirt,['dirt'],3,"(2, 4, 3)",9
15573,a gust of wind / finally knocks the scarecrow out / cold,[],3,"(4, 9, 1)",14
15574,spring rain / a puddle at the end / of the hopscotch ladder,[],3,"(2, 6, 6)",14
15575,fluttering breeze / the moth sticks its legs / through a screen,[],3,"(5, 5, 3)",13
15576,cats sunning / i speak their names / their tails twitch,[],3,"(3, 5, 3)",11
15577,transient asleep / at the fountain's edge / coin light on his cheek,[],3,"(4, 6, 5)",15
15578,a long line / at the drinking fountain / ants,[],3,"(3, 6, 1)",10
15579,clouds billow / the island bridge swings open / for one ship,[],3,"(3, 8, 4)",15
15580,sultry day / a lizard rides my finger / to the aloe leaf,['leaf'],3,"(3, 8, 5)",16
15581,oppressive heat / a bird emerges / from a puffy cloud,[],3,"(5, 5, 5)",15
15582,lingering day / a garbage can lid / becomes first base,[],3,"(4, 6, 5)",15
15583,summer breeze / the criss cross of gull tracks / in damp sand,"['gull', 'sand']",3,"(4, 6, 3)",13
15584,swamp sunset / the dragonfly rises / from a lily pad,"['swamp', 'lily']",3,"(3, 6, 4)",13
15585,summer morning / squeak / of the bicycle seat,[],3,"(4, 1, 6)",11
15586,chill wind / the heart of an oak / leaves the chimney,[],3,"(2, 5, 5)",12
15587,appointment calendar / a coffee ring joins / one day to the next,['coffee'],3,"(6, 5, 6)",17
15588,heat lightning / the skull of a deer / in the tall grass,['grass'],3,"(3, 5, 4)",12
15589,a cloud of dust / behind the tractor / harvest moon rising,['dust'],3,"(4, 5, 5)",14
15590,evening shadows / white egrets fold / into their tree,['white'],3,"(5, 5, 4)",14
15591,barn for sale / between the rafters / a wedge of moon,[],3,"(3, 5, 5)",13
15592,historic cabin / we nibble windfall apples / on the rotten porch,[],3,"(5, 7, 5)",17
15593,all souls / a wasp returns / to the lintel,[],3,"(2, 4, 4)",10
15594,autumn dusk / the hill gradually slopes / toward city din,[],3,"(3, 7, 5)",15
15595,scent of windfalls / the whisper / of solitaire cards,[],3,"(4, 3, 6)",13
15596,old armchair / its weight / this autumn night,[],3,"(3, 2, 4)",9
15597,fall night heavens / the sound of our bath / draining,[],3,"(4, 5, 2)",11
15598,heat wave / a spider pokes a leg / from a curled leaf,"['heat wave', 'leaf']",3,"(2, 7, 5)",14
15599,summers end / only dead grass / shows the circus was here,['grass'],3,"(3, 4, 7)",14
15600,the horse fly / attracted to my ear / strike three,[],3,"(4, 6, 3)",13
15601,withering garden / ladybugs neatly wrapped / in spider silk,[],3,"(5, 7, 4)",16
15602,moonlight / on a white cactus blossom / end of summer,['white'],3,"(2, 8, 4)",14
15603,heat / the smell of ozone / before a storm,[],3,"(1, 6, 5)",12
15604,litter / in the wildflowers / prisoners,[],3,"(2, 5, 3)",10
15605,day winding down / the pink flick / of a lizards tongue,['pink'],3,"(4, 3, 6)",13
15606,summer drought / deciding where / to cross the creek,[],3,"(3, 5, 4)",12
15607,summer moon / her eyelashes touch / the telescope lens,[],3,"(3, 5, 6)",14
15608,garden path / the same weeds / in their country,[],3,"(3, 3, 4)",10
15609,rain on the horizon / the inside of the nest / worn smooth,[],3,"(6, 7, 2)",15
15610,low tide / rain wets / the driftwood,[],3,"(2, 2, 3)",7
15611,peonies / how earnestly we discuss / last nights soap opera,[],3,"(2, 7, 6)",15
15612,cold tea / in the tea cup / no more to say,"['tea', 'tea']",3,"(2, 4, 4)",10
15613,wisp of a cloud / in a vast blue sky / my thoughts exactly,"['blue', 'sky']",3,"(4, 5, 5)",14
15614,to the beat of rain / the builder darkens / with his wood,[],3,"(5, 5, 3)",13
15615,jellyfish dance / breathing in / with a perfect stranger,[],3,"(5, 3, 6)",14
15616,their love / now out in the open / night blooming jasmine,['jasmine'],3,"(2, 6, 6)",14
15617,summer breeze / taking down the wind chimes / you left,[],3,"(4, 7, 2)",13
15618,at the funeral / his secret life / white chrysanthemum,['white'],3,"(5, 4, 6)",15
15619,memorial tablet / copper letters push up / through the snow,"['copper', 'snow']",3,"(5, 6, 3)",14
15620,his christmas package / the icy steps / of the post office,[],3,"(6, 4, 6)",16
15621,frost / everywhere i look / the milky way,['milky'],3,"(1, 7, 4)",12
15622,town tree / amongst the christmas lights / a crows nest,[],3,"(2, 6, 3)",11
15623,crescent moon / the smooth curves / of her headstone,[],3,"(3, 4, 5)",12
15624,shortest day / a sparrow chirps / in the dark,['dark'],3,"(3, 4, 3)",10
15625,nutcracker suite / a star falls from / the ballerinas hair,[],3,"(5, 4, 6)",15
15626,cold night / the dashboard lights / of another car,[],3,"(2, 4, 5)",11
15627,as i wait for you / the light of venus / through falling leaves,[],3,"(5, 5, 5)",15
15628,college photos / out of the shoe box / a dry apple core,['apple'],3,"(5, 5, 5)",15
15629,fall leaves / he tells me / ive changed,[],3,"(3, 3, 4)",10
15630,autumn sun / i follow the shadow / with the limp,['shadow'],3,"(3, 6, 3)",12
15631,approaching winter / the fragrance of herbs / under sweet straw,['straw'],3,"(5, 6, 4)",15
15632,autumn mist / the honey locust / holding light,[],3,"(3, 5, 3)",11
15633,sweet grapes / the conversation passes / between friends,[],3,"(3, 7, 3)",13
15634,shortening flames / from the blacksmiths coals / autumn sun,[],3,"(5, 6, 3)",14
15635,autumns scent / in the pile of leaves / i take the dare,[],3,"(3, 6, 4)",13
15636,bumper crop / the pecan trees shadow / stippled in shells,[],3,"(3, 6, 4)",13
15637,late night / a waitress repeats / the list of pies,[],3,"(2, 5, 4)",11
15638,falling leaves / we both speak / of living wills,[],3,"(4, 3, 4)",11
15639,watching the waves / a stray dog settles / beside me,[],3,"(5, 5, 4)",14
15640,winter stars / i learn to paint / empty spaces,[],3,"(3, 4, 4)",11
15641,cold morning / the soap bar / razor thin,[],3,"(3, 3, 3)",9
15642,snow day / finding my first grade class / in a drawer,['snow'],3,"(2, 7, 4)",13
15643,new years eve / sending prayer slips / with the ebb tide,[],3,"(4, 4, 4)",12
15644,winter dusk / a grandchild draws / my weary smile,['dusk'],3,"(3, 4, 5)",12
15645,first snow / against my will / the beauty,['snow'],3,"(2, 4, 3)",9
15646,leaf fall / for a moment / the cat all kitten,['leaf'],3,"(2, 4, 5)",11
15647,summers end / loose leaf notebook snaps / echo in the hall,['leaf'],3,"(3, 7, 5)",15
15648,crisp blue sky / the fir tip / rests a crow,['blue'],3,"(3, 3, 3)",9
15649,spawning salmon / a bubble rises between / the river stones,['salmon'],3,"(4, 7, 5)",16
15650,nameless stream / i vaguely remember / my fathers face,[],3,"(4, 7, 4)",15
15651,autumn wind / the sidelong glance / from a goose,[],3,"(3, 6, 4)",13
15652,early autumn park / the perfect circles / of a little girl,[],3,"(5, 5, 5)",15
15653,autumn walk / needles at the bottom / of the stream,[],3,"(3, 6, 3)",12
15654,autumn breeze / a pine cone waddles / toward the shore,['pine'],3,"(4, 5, 5)",14
15655,windrows / the undulating whistle / of pigeon wings,[],3,"(2, 7, 4)",13
15656,indian summer / a squirrel tips over / the bag of rock salt,[],3,"(4, 6, 5)",15
15657,winter evening / a light is burning / in the back of the house,[],3,"(5, 5, 7)",17
15658,winter doldrums / my landlady enumerates / the perennials,[],3,"(4, 9, 4)",17
15659,winter silence / another armload / of junk mail,[],3,"(5, 5, 3)",13
15660,mausoleum / just passing / through,[],3,"(3, 3, 1)",7
15661,from the teahouse / the smell of must / fallen cherry leaves,['cherry'],3,"(5, 4, 6)",15
15662,fallen leaves / a line of snails / in the bark fold,[],3,"(4, 4, 4)",12
15663,swollen stream / my friend talks about / the cancer,[],3,"(3, 5, 3)",11
15664,rain and wind / in the circle of mourners / one person smiling,[],3,"(3, 7, 6)",16
15665,monday morning / ant on the coffee cup / going in circles,['coffee'],3,"(4, 6, 4)",14
15666,country town / a railway station / without tracks,[],3,"(3, 5, 3)",11
15667,red throated finch song / a hint of it in beethovens / rhythm and angles,"['red', 'rhythm']",3,"(5, 8, 4)",17
15668,no old habits / the newborns / cry,[],3,"(4, 3, 1)",8
15669,evening rain / the screen door / covered with moths,[],3,"(4, 3, 5)",12
15670,bay shallows / a starfish moves its fingers / over mine,['bay'],3,"(3, 8, 3)",14
15671,for the second time / the mourning dove feeding / without her mate,['dove'],3,"(5, 6, 4)",15
15672,spring dawn / one at a time / the newborns eyes open,[],3,"(2, 5, 6)",13
15673,white handkerchief / my mother shoos / a cabbage moth,['white'],3,"(5, 4, 5)",14
15674,opening the window / after lovemaking / the earths fragrance,[],3,"(6, 6, 5)",17
15675,beached kelp / we examine each others / life lines,[],3,"(3, 8, 3)",14
15676,rainy morning / the old beggar not there / outside the tea shop,['tea'],3,"(4, 7, 6)",17
15677,playground / searching the hubbub / for one voice,[],3,"(2, 5, 5)",12
15678,summer night / the strawberry stain / on a popsicle stick,['strawberry'],3,"(3, 5, 6)",14
15679,wild roses / the iron trellis / tilts to one side,['iron'],3,"(3, 5, 5)",13
15680,origami / we fold the map into / a vacation,[],3,"(4, 6, 4)",14
15681,cool morning / the smell of garlic bread / reaches the street boy,[],3,"(3, 6, 5)",14
15682,tongue out / the boy guides a new airplane / round and round,[],3,"(3, 9, 3)",15
15683,bright morning / the smell of geraniums / on my fingers,[],3,"(3, 6, 4)",13
15684,looking up / rules of punctuation / the green hills,['green'],3,"(3, 5, 3)",11
15685,love in the mist / a persian carpet / worn to warp threads,[],3,"(4, 5, 4)",13
15686,a rainbow / horizon to horizon / the curved wings of gulls,[],3,"(3, 7, 6)",16
15687,tomorrow i leave / cones high / in the old pine,['pine'],3,"(6, 3, 4)",13
15688,spring morning / a chained dog / settles in the dust,['dust'],3,"(3, 4, 5)",12
15689,country road / no way home / without a detour,[],3,"(3, 3, 5)",11
15690,summer rain / the back yard hole filled / with tricycles,[],3,"(3, 6, 4)",13
15691,creek mouth / bathing the dog / in sunset,['sunset'],3,"(2, 4, 3)",9
15692,the ride / past the roadside fruit stand / spring solitude,[],3,"(2, 7, 5)",14
15693,late spring / lambs play / in the slaughteryard,[],3,"(2, 2, 5)",9
15694,commute / carpooling with / the same fly,[],3,"(3, 4, 3)",10
15695,first rain / the smell as dust / changes to mud,['dust'],3,"(2, 4, 4)",10
15696,still a few leaves / dog hair / painted into the wall,[],3,"(5, 2, 6)",13
15697,first snowflakes / a cat whisker / in my hand,[],3,"(4, 4, 3)",11
15698,snowman / one less carrot / in the pot,[],3,"(2, 5, 3)",10
15699,cold morning / the old horse gets up / and goes to work,[],3,"(3, 6, 4)",13
15700,winter light / flour sugar and the canister / that held dog biscuits,[],3,"(3, 8, 5)",16
15701,deep winter / not knowing for certain / where the garden is,[],3,"(3, 6, 6)",15
15702,bare branch ridged with snow / a chickadee / powders my face,[],3,"(6, 4, 4)",14
15703,river sand / paw prints catch / the morning rain,['sand'],3,"(3, 3, 4)",10
15704,the jingle / of the dog's tags / wild currant in bloom,[],3,"(3, 4, 5)",12
15705,old burial mound / here lies / a red plastic spade,['red'],3,"(4, 3, 6)",13
15706,the prayer / i don't recall / mourning doves,[],3,"(2, 4, 4)",10
15707,father's day / the one who won't / stay buried,[],3,"(3, 5, 3)",11
